noc,iso3,country_name,sport,year,total_medals,gold_medals,prev_total_medals,prev_gold_medals,rolling3_prev_medals,medal_growth,gold_growth,above_recent_baseline,first_medal_bonus,continuity_bonus,sport_total_medals,sport_total_growth,sport_expansion_penalty,olympic_leap_index
ITA,ITA,Italy,Boxing,1928,4,3,1.0,0.0,1.0,3.0,3.0,3.0,0,1.0,24,0.0,0.0,7.512538613653815
DEN,DNK,Denmark,Cycling,1928,4,3,1.0,0.0,1.0,3.0,3.0,3.0,0,1.0,18,0.0,0.0,7.512538613653815
RSA,ZAF,South Africa,Athletics,2016,4,2,1.0,0.0,1.3333333333333333,3.0,2.0,2.666666666666667,0,1.0,141,-2.0,0.0,7.499749611219131
SWE,SWE,Sweden,Athletics,2004,3,3,1.0,0.0,1.0,2.0,3.0,2.0,0,1.0,136,-3.0,0.0,7.482830410650841
GBR,GBR,United Kingdom,Rowing,1908,8,4,1.0,0.0,1.0,7.0,4.0,7.0,0,1.0,16,-2.0,0.0,7.457512022858909
KOR,KOR,South Korea,Shooting,2012,5,3,2.0,1.0,2.0,3.0,2.0,3.0,0,1.0,45,0.0,0.0,7.429817054849091
SUI,CHE,Switzerland,Shooting,1900,7,5,0.0,0.0,0.0,7.0,5.0,7.0,1,1.0,25,10.0,10.0,7.411466818816693
GER,DEU,Germany,Equestrianism,1936,7,6,3.0,2.0,3.5,4.0,4.0,3.5,0,1.0,18,4.0,4.0,7.407529122555826
URS,URS,Soviet Union,Wrestling,1976,18,12,14.0,9.0,11.0,4.0,3.0,7.0,0,1.0,64,1.0,1.0,7.402851769340966
ITA,ITA,Italy,Gymnastics,1932,7,4,2.0,0.0,2.3333333333333335,5.0,4.0,4.666666666666666,0,1.0,33,9.0,9.0,7.399199906251528
TCH,TCH,Czechia,Gymnastics,1924,9,1,0.0,0.0,0.0,9.0,1.0,9.0,1,1.0,27,16.0,16.0,7.367634756049508
BEL,BEL,Belgium,Archery,1920,14,8,7.0,3.0,7.0,7.0,5.0,7.0,0,0.0,21,12.0,12.0,7.34856858647029
ITA,ITA,Italy,Rowing,1906,6,4,0.0,0.0,0.0,6.0,4.0,6.0,1,1.0,18,4.0,4.0,7.344340937255365
NZL,NZL,New Zealand,Cycling Track,2024,5,2,2.0,0.0,2.0,3.0,2.0,3.0,0,0.0,36,0.0,0.0,7.339758495711321
ROU,ROU,Romania,Canoeing,1956,3,3,0.0,0.0,0.0,3.0,3.0,3.0,1,1.0,27,0.0,0.0,7.274452130913508
ROU,ROU,Romania,Athletics,1984,10,3,1.0,0.0,2.3333333333333335,9.0,3.0,7.666666666666666,0,1.0,125,11.0,11.0,7.237584415773786
FRA,FRA,France,Swimming,2012,7,4,6.0,1.0,4.333333333333333,1.0,3.0,2.666666666666667,0,1.0,102,-2.0,0.0,7.233541162872708
CHN,CHN,China,Athletics,2012,6,1,2.0,0.0,1.6666666666666667,4.0,1.0,4.333333333333333,0,1.0,143,3.0,3.0,7.193500046480531
CUB,CUB,Cuba,Boxing,1972,5,3,2.0,0.0,2.0,3.0,3.0,3.0,0,1.0,47,1.0,1.0,7.185486461418739
HUN,HUN,Hungary,Swimming,2016,7,3,3.0,2.0,2.6666666666666665,4.0,1.0,4.333333333333334,0,1.0,104,2.0,2.0,7.157032898088784
NZL,NZL,New Zealand,Rowing,2012,5,3,3.0,1.0,1.6666666666666667,2.0,2.0,3.333333333333333,0,1.0,42,0.0,0.0,7.13494561646612
GER,DEU,Germany,Canoeing,1936,7,2,0.0,0.0,0.0,7.0,2.0,7.0,1,1.0,27,27.0,27.0,7.106779747173224
GER,DEU,Germany,Art Competitions,1928,8,1,1.0,1.0,1.0,7.0,0.0,7.0,0,1.0,29,15.0,15.0,7.06145718543065
NED,NLD,Netherlands,Swimming,1936,5,4,2.0,0.0,2.0,3.0,4.0,3.0,0,1.0,33,0.0,0.0,7.047268000129077
CHN,CHN,China,Swimming,2024,12,2,6.0,3.0,7.333333333333333,6.0,-1.0,4.666666666666667,0,0.0,100,-5.0,0.0,7.038388322039828
GDR,DEU,Germany,Gymnastics,1980,11,2,4.0,0.0,3.0,7.0,2.0,8.0,0,1.0,45,-4.0,0.0,7.031309121935597
NED,NLD,Netherlands,Athletics,1948,6,4,2.0,0.0,1.3333333333333333,4.0,4.0,4.666666666666667,0,1.0,99,12.0,12.0,7.018580386322276
USA,USA,United States,Cycling,1904,21,7,1.0,0.0,1.0,20.0,7.0,20.0,0,1.0,21,12.0,12.0,7.008747816877223
ROU,ROU,Romania,Gymnastics,2004,10,4,6.0,3.0,6.666666666666667,4.0,1.0,3.333333333333333,0,1.0,42,0.0,0.0,7.004004531605187
TUR,TUR,Turkey,Wrestling,2016,5,1,1.0,0.0,2.0,4.0,1.0,3.0,0,1.0,72,0.0,0.0,6.9904771753975465
GBR,GBR,United Kingdom,Athletics,2024,10,1,6.0,0.0,6.333333333333333,4.0,1.0,3.666666666666667,0,0.0,145,1.0,1.0,6.979553991142835
TUR,TUR,Turkey,Wrestling,1960,9,7,7.0,3.0,7.0,2.0,4.0,2.0,0,1.0,48,0.0,0.0,6.96444405163272
CHN,CHN,China,Boxing,2008,4,2,1.0,0.0,1.0,3.0,2.0,3.0,0,1.0,44,0.0,0.0,6.952869464251828
GBR,GBR,United Kingdom,Swimming,2020,8,4,6.0,1.0,5.0,2.0,3.0,3.0,0,1.0,105,1.0,1.0,6.942884317698077
USA,USA,United States,Diving,1920,8,3,1.0,0.0,1.5,7.0,3.0,6.5,0,1.0,15,3.0,3.0,6.940058166664528
GER,DEU,Germany,Athletics,1960,13,2,7.0,0.0,10.333333333333334,6.0,2.0,2.666666666666666,0,1.0,102,2.0,2.0,6.915097426704386
AZE,AZE,Azerbaijan,Taekwondo,2016,3,1,0.0,0.0,0.0,3.0,1.0,3.0,1,1.0,32,0.0,0.0,6.854279767000794
THA,THA,Thailand,Weightlifting,2016,4,2,1.0,0.0,2.0,3.0,2.0,2.0,0,1.0,45,0.0,0.0,6.829906325849951
CHN,CHN,China,Weightlifting,2008,9,8,8.0,5.0,6.333333333333333,1.0,3.0,2.666666666666667,0,1.0,45,0.0,0.0,6.824960732554388
USA,USA,United States,Shooting,1964,7,2,2.0,1.0,1.6666666666666667,5.0,1.0,5.333333333333333,0,1.0,18,0.0,0.0,6.821652759543491
SWE,SWE,Sweden,Athletics,1912,15,4,5.0,2.0,5.666666666666667,10.0,2.0,9.333333333333332,0,1.0,93,15.0,15.0,6.818080118833067
AUS,AUS,Australia,Equestrianism,1960,3,2,0.0,0.0,0.0,3.0,2.0,3.0,1,1.0,15,-3.0,0.0,6.739614795640293
CHN,CHN,China,Weightlifting,2000,7,5,4.0,2.0,4.333333333333333,3.0,3.0,2.666666666666667,0,1.0,45,15.0,15.0,6.726663521594182
POL,POL,Poland,Athletics,1960,7,2,2.0,1.0,2.6666666666666665,5.0,1.0,4.333333333333334,0,1.0,102,2.0,2.0,6.726355311232638
USA,USA,United States,Boxing,1904,18,7,0.0,0.0,0.0,18.0,7.0,18.0,1,1.0,18,18.0,18.0,6.7168708501700785
CAN,CAN,Canada,Swimming,2024,8,3,6.0,1.0,5.0,2.0,2.0,3.0,0,0.0,100,-5.0,0.0,6.64757261308081
IRI,IRN,Iran,Wrestling,2024,8,2,4.0,1.0,5.0,4.0,1.0,3.0,0,0.0,72,0.0,0.0,6.637998175682055
FRA,FRA,France,Athletics,1948,8,2,1.0,0.0,2.3333333333333335,7.0,2.0,5.666666666666666,0,1.0,99,12.0,12.0,6.613177539597808
URS,URS,Soviet Union,Shooting,1956,8,3,4.0,1.0,4.0,4.0,2.0,4.0,0,1.0,21,0.0,0.0,6.603568720057288
USA,USA,United States,Archery,1904,16,6,0.0,0.0,0.0,16.0,6.0,16.0,1,1.0,16,-4.0,0.0,6.598926930548991
NZL,NZL,New Zealand,Canoe Sprint,2020,3,3,0.0,0.0,0.0,3.0,3.0,3.0,1,1.0,36,36.0,36.0,6.58377858904227
CAN,CAN,Canada,Swimming,2016,6,1,3.0,0.0,1.6666666666666667,3.0,1.0,4.333333333333333,0,1.0,104,2.0,2.0,6.52083548969203
JPN,JPN,Japan,Gymnastics,1956,9,1,3.0,0.0,3.0,6.0,1.0,6.0,0,1.0,48,3.0,3.0,6.504468307308326
PRK,PRK,North Korea,Weightlifting,2012,4,3,2.0,1.0,1.3333333333333333,2.0,2.0,2.666666666666667,0,1.0,45,0.0,0.0,6.492075505757401
JPN,JPN,Japan,Judo,1964,4,3,0.0,0.0,0.0,4.0,3.0,4.0,1,1.0,14,14.0,14.0,6.466778681256259
GBR,GBR,United Kingdom,Sailing,1900,7,5,0.0,0.0,0.0,7.0,5.0,7.0,1,1.0,31,31.0,31.0,6.457870271221718
FRA,FRA,France,Cycling BMX Racing,2024,3,1,0.0,0.0,0.0,3.0,1.0,3.0,1,0.0,6,0.0,0.0,6.445812293051545
HUN,HUN,Hungary,Swimming,1952,7,4,4.0,0.0,2.3333333333333335,3.0,4.0,4.666666666666666,0,1.0,33,0.0,0.0,6.426042641769297
RUS,RUS,Russia,Boxing,1996,4,1,0.0,0.0,0.0,4.0,1.0,4.0,1,1.0,48,0.0,0.0,6.400699939811948
UKR,UKR,Ukraine,Wrestling,1996,4,1,0.0,0.0,0.0,4.0,1.0,4.0,1,1.0,60,0.0,0.0,6.400699939811948
KAZ,KAZ,Kazakhstan,Boxing,1996,4,1,0.0,0.0,0.0,4.0,1.0,4.0,1,1.0,48,0.0,0.0,6.400699939811948
RUS,RUS,Russia,Weightlifting,1996,3,2,0.0,0.0,0.0,3.0,2.0,3.0,1,1.0,30,1.0,1.0,6.399227253882466
URS,URS,Soviet Union,Athletics,1960,21,11,22.0,5.0,19.5,-1.0,6.0,1.5,0,1.0,102,2.0,2.0,6.37222900230613
MEX,MEX,Mexico,Equestrianism,1948,4,2,0.0,0.0,0.0,4.0,2.0,4.0,1,1.0,18,0.0,0.0,6.36825031880595
USA,USA,United States,Swimming,2012,31,16,31.0,12.0,30.0,0.0,4.0,1.0,0,1.0,102,-2.0,0.0,6.367831543216214
USA,USA,United States,Fencing,2008,6,1,2.0,1.0,1.3333333333333333,4.0,0.0,4.666666666666667,0,1.0,30,0.0,0.0,6.366921840514311
RUS,RUS,Russia,Gymnastics,2012,8,1,2.0,0.0,6.666666666666667,6.0,1.0,1.333333333333333,0,1.0,42,0.0,0.0,6.313789108436648
USA,USA,United States,Diving,1924,11,4,8.0,3.0,3.6666666666666665,3.0,1.0,7.333333333333334,0,1.0,15,0.0,0.0,6.311001230345822
URS,URS,Soviet Union,Boxing,1964,9,3,5.0,1.0,5.666666666666667,4.0,2.0,3.333333333333333,0,1.0,40,0.0,0.0,6.273481504248918
GDR,DEU,Germany,Swimming,1988,28,11,28.0,11.0,11.333333333333334,0.0,0.0,16.666666666666664,0,1.0,125,39.0,39.0,6.261551069307036
NZL,NZL,New Zealand,Canoeing,1984,4,4,0.0,0.0,0.0,4.0,4.0,4.0,1,1.0,36,3.0,3.0,6.243120987913313
UKR,UKR,Ukraine,Athletics,1996,4,1,0.0,0.0,0.0,4.0,1.0,4.0,1,1.0,132,1.0,1.0,6.21891166390393
CUB,CUB,Cuba,Wrestling,1992,5,2,0.0,0.0,0.0,5.0,2.0,5.0,1,1.0,60,-2.0,0.0,6.210327433078562
ITA,ITA,Italy,Fencing,1984,7,3,1.0,0.0,2.3333333333333335,6.0,3.0,4.666666666666666,0,1.0,24,0.0,0.0,6.206450060574554
ITA,ITA,Italy,Cycling,1932,5,3,1.0,1.0,1.0,4.0,2.0,4.0,0,1.0,18,0.0,0.0,6.195373784823406
NED,NLD,Netherlands,Cycling,2016,6,2,3.0,1.0,2.6666666666666665,3.0,1.0,3.3333333333333335,0,0.0,54,-1.0,0.0,6.189201409685384
NED,NLD,Netherlands,Cycling Road,2020,4,1,0.0,0.0,0.0,4.0,1.0,4.0,1,1.0,12,12.0,12.0,6.146361114709078
GER,DEU,Germany,Canoe Slalom,2020,4,1,0.0,0.0,0.0,4.0,1.0,4.0,1,1.0,12,12.0,12.0,6.146361114709078
CHN,CHN,China,Table Tennis,1988,5,2,0.0,0.0,0.0,5.0,2.0,5.0,1,1.0,12,12.0,12.0,6.102183240875676
JPN,JPN,Japan,Swimming,2012,11,0,5.0,2.0,5.666666666666667,6.0,-2.0,5.333333333333333,0,1.0,102,-2.0,0.0,6.097693320131055
USA,USA,United States,Boxing,1984,11,9,7.0,5.0,6.0,4.0,4.0,5.0,0,1.0,48,4.0,4.0,6.085608432237292
ITA,ITA,Italy,Fencing,1920,6,5,2.0,1.0,1.6666666666666667,4.0,4.0,4.333333333333333,0,1.0,18,3.0,3.0,6.066963114886672
PHI,PHL,Philippines,Artistic Gymnastics,2024,2,2,0.0,0.0,0.0,2.0,2.0,2.0,1,0.0,43,0.0,0.0,6.065226141231029
POL,POL,Poland,Wrestling,1996,5,3,2.0,0.0,4.0,3.0,3.0,1.0,0,1.0,60,0.0,0.0,6.060709460493112
GER,DEU,Germany,Canoeing,1992,11,7,9.0,3.0,7.0,2.0,4.0,4.0,0,1.0,48,3.0,3.0,6.04575885439526
KAZ,KAZ,Kazakhstan,Weightlifting,2012,4,4,4.0,1.0,2.0,0.0,3.0,2.0,0,1.0,45,0.0,0.0,5.9743645584266565
GDR,DEU,Germany,Athletics,1988,27,6,27.0,6.0,11.666666666666666,0.0,0.0,15.333333333333334,0,1.0,158,33.0,33.0,5.9586468419726
FRA,FRA,France,Fencing,1980,6,4,3.0,0.0,2.6666666666666665,3.0,4.0,3.3333333333333335,0,1.0,24,-4.0,0.0,5.953106425219523
SUI,CHE,Switzerland,Gymnastics,1936,9,1,1.0,0.0,5.666666666666667,8.0,1.0,3.333333333333333,0,1.0,28,-5.0,0.0,5.952061054286408
USA,USA,United States,Artistic Gymnastics,2024,9,3,6.0,2.0,6.0,3.0,1.0,3.0,0,0.0,43,0.0,0.0,5.945812293051545
IRI,IRN,Iran,Taekwondo,2024,4,1,1.0,0.0,1.0,3.0,1.0,3.0,0,0.0,32,0.0,0.0,5.945812293051545
CHN,CHN,China,Shooting,1984,6,3,0.0,0.0,0.0,6.0,3.0,6.0,1,1.0,33,12.0,12.0,5.934656714216699
BEL,BEL,Belgium,Art Competitions,1920,6,2,0.0,0.0,0.0,6.0,2.0,6.0,1,1.0,11,5.0,5.0,5.933421341359833
GRE,GRC,Greece,Shooting,1896,9,3,0.0,0.0,0.0,9.0,3.0,9.0,1,1.0,15,15.0,15.0,5.9281145365980645
CHN,CHN,China,Shooting,2000,8,3,5.0,2.0,3.6666666666666665,3.0,1.0,4.333333333333334,0,1.0,51,6.0,6.0,5.927149513872584
KOR,KOR,South Korea,Judo,1996,8,2,4.0,1.0,4.0,4.0,1.0,4.0,0,1.0,56,0.0,0.0,5.900699939811948
ZIM,ZWE,Zimbabwe,Swimming,2004,3,1,0.0,0.0,0.0,3.0,1.0,3.0,1,1.0,97,2.0,2.0,5.892496069243865
SUI,CHE,Switzerland,Cycling Mountain Bike,2020,4,1,0.0,0.0,0.0,4.0,1.0,4.0,1,0.0,6,6.0,6.0,5.884391815426969
ROU,ROU,Romania,Athletics,2000,5,1,1.0,0.0,1.3333333333333333,4.0,1.0,3.666666666666667,0,1.0,139,7.0,7.0,5.877768617501419
ESP,ESP,Spain,Athletics,2024,4,2,1.0,0.0,2.0,3.0,2.0,2.0,0,0.0,145,1.0,1.0,5.877403524755797
BUL,BGR,Bulgaria,Wrestling,1956,4,1,0.0,0.0,0.0,4.0,1.0,4.0,1,1.0,48,0.0,0.0,5.848210387787889
USA,USA,United States,Swimming,1992,27,11,18.0,8.0,28.333333333333332,9.0,3.0,0.0,0,1.0,93,-32.0,0.0,5.798833619372611
ROU,ROU,Romania,Swimming,2000,4,2,2.0,0.0,1.5,2.0,2.0,2.5,0,1.0,95,-1.0,0.0,5.798086862263642
FIN,FIN,Finland,Athletics,1972,4,3,1.0,0.0,1.0,3.0,3.0,3.0,0,1.0,145,23.0,23.0,5.765756917211703
FIN,FIN,Finland,Canoeing,1952,6,4,3.0,0.0,3.0,3.0,4.0,3.0,0,1.0,27,0.0,0.0,5.749290677329311
GRE,GRC,Greece,Weightlifting,1996,5,2,1.0,1.0,1.0,4.0,1.0,4.0,0,1.0,30,1.0,1.0,5.71891166390393
GBR,GBR,United Kingdom,Cycling,1908,9,5,5.0,2.0,2.6666666666666665,4.0,3.0,6.333333333333334,0,1.0,18,0.0,0.0,5.7146378611686925
USA,USA,United States,Rowing,1984,8,2,3.0,0.0,2.0,5.0,2.0,6.0,0,1.0,42,0.0,0.0,5.704377654021839
CUB,CUB,Cuba,Athletics,2000,6,2,2.0,0.0,4.333333333333333,4.0,2.0,1.666666666666667,0,1.0,139,7.0,7.0,5.700519588458593
HUN,HUN,Hungary,Fencing,2016,4,2,1.0,1.0,1.6666666666666667,3.0,1.0,2.333333333333333,0,1.0,30,0.0,0.0,5.684436481631615
JPN,JPN,Japan,Gymnastics,1960,9,4,9.0,1.0,6.0,0.0,3.0,3.0,0,1.0,43,-5.0,0.0,5.6758960093939885
GBR,GBR,United Kingdom,Tennis,1908,15,6,9.0,4.0,6.0,6.0,2.0,9.0,0,1.0,18,6.0,6.0,5.6604518305308344
KAZ,KAZ,Kazakhstan,Weightlifting,2008,4,1,1.0,0.0,1.0,3.0,1.0,3.0,0,1.0,45,0.0,0.0,5.656308072056218
RUS,RUS,Russia,Synchronized Swimming,2000,2,2,0.0,0.0,0.0,2.0,2.0,2.0,1,1.0,6,3.0,3.0,5.655903890805463
URS,URS,Soviet Union,Weightlifting,1976,8,7,5.0,3.0,6.0,3.0,4.0,2.0,0,1.0,30,0.0,0.0,5.652990660108309
USA,USA,United States,Boxing,1976,7,5,4.0,1.0,5.0,3.0,4.0,2.0,0,1.0,47,0.0,0.0,5.652990660108309
GER,DEU,Germany,Rowing,1960,4,3,1.0,0.0,3.0,3.0,3.0,1.0,0,1.0,21,0.0,0.0,5.609071200141202
KOR,KOR,South Korea,Archery,2024,7,5,4.0,4.0,4.333333333333333,3.0,1.0,2.666666666666667,0,0.0,15,0.0,0.0,5.585030135768285
BEL,BEL,Belgium,Cycling Road,2024,3,2,1.0,0.0,1.0,2.0,2.0,2.0,0,0.0,8,-4.0,0.0,5.565226141231029
HUN,HUN,Hungary,Canoeing,1968,6,2,1.0,0.0,4.666666666666667,5.0,2.0,1.333333333333333,0,1.0,24,3.0,3.0,5.55574656797295
FIN,FIN,Finland,Athletics,1924,17,10,16.0,9.0,10.0,1.0,1.0,7.0,0,1.0,81,-6.0,0.0,5.55345960579627
GDR,DEU,Germany,Athletics,1976,27,11,27.0,11.0,15.0,0.0,0.0,12.0,0,1.0,147,2.0,2.0,5.549768594231129
ESP,ESP,Spain,Sailing,1992,5,4,1.0,1.0,1.0,4.0,3.0,4.0,0,1.0,30,5.0,5.0,5.5220658063251395
BLR,BLR,Belarus,Canoeing,2008,3,2,1.0,0.0,1.0,2.0,2.0,2.0,0,1.0,48,0.0,0.0,5.52122323635687
CHN,CHN,China,Trampolining,2008,3,2,1.0,0.0,1.0,2.0,2.0,2.0,0,1.0,6,0.0,0.0,5.52122323635687
JPN,JPN,Japan,Swimming,1928,3,1,0.0,0.0,0.0,3.0,1.0,3.0,1,1.0,33,0.0,0.0,5.486996544659103
URS,URS,Soviet Union,Equestrianism,1980,8,3,2.0,1.0,2.0,6.0,2.0,6.0,0,0.0,18,-7.0,0.0,5.452393166133815
AUS,AUS,Australia,Sailing,2000,4,2,2.0,0.0,1.6666666666666667,2.0,2.0,2.333333333333333,0,1.0,33,3.0,3.0,5.423778758647357
ITA,ITA,Italy,Cycling,1960,7,5,5.0,3.0,4.333333333333333,2.0,2.0,2.666666666666667,0,1.0,18,0.0,0.0,5.420329084669454
KOR,KOR,South Korea,Table Tennis,1988,4,2,0.0,0.0,0.0,4.0,2.0,4.0,1,1.0,12,12.0,12.0,5.418575382868498
RUS,RUS,Russia,Trampolining,2000,2,2,0.0,0.0,0.0,2.0,2.0,2.0,1,1.0,6,6.0,6.0,5.415533221110125
URS,URS,Soviet Union,Shooting,1988,11,4,5.0,3.0,4.0,6.0,1.0,7.0,0,0.0,44,11.0,11.0,5.403315498062787
ROC,ROC,Russia,Taekwondo,2020,4,2,1.0,0.0,1.3333333333333333,3.0,2.0,2.666666666666667,0,0.0,32,0.0,0.0,5.396092436156671
USA,USA,United States,Wrestling,1904,17,5,0.0,0.0,0.0,17.0,5.0,17.0,1,1.0,21,18.0,18.0,5.39300444810271
GDR,DEU,Germany,Swimming,1976,19,11,19.0,11.0,7.666666666666667,0.0,0.0,11.333333333333332,0,1.0,99,-1.0,0.0,5.381579578532545
CZE,CZE,Czechia,Canoeing,1996,5,3,2.0,1.0,3.0,3.0,2.0,2.0,0,1.0,48,0.0,0.0,5.374663973945883
USA,USA,United States,Cycling,2008,5,1,2.0,0.0,2.3333333333333335,3.0,1.0,2.6666666666666665,0,1.0,54,0.0,0.0,5.3685436056768445
AUS,AUS,Australia,Canoeing,2008,5,1,2.0,0.0,2.3333333333333335,3.0,1.0,2.6666666666666665,0,1.0,48,0.0,0.0,5.3685436056768445
HUN,HUN,Hungary,Canoeing,1956,7,1,3.0,0.0,3.0,4.0,1.0,4.0,0,1.0,27,0.0,0.0,5.348210387787889
RUS,RUS,Russia,Boxing,2000,7,2,4.0,1.0,4.0,3.0,1.0,3.0,0,1.0,48,0.0,0.0,5.336391381895679
USA,USA,United States,Boxing,1952,5,5,1.0,0.0,2.6666666666666665,4.0,5.0,2.3333333333333335,0,1.0,40,16.0,16.0,5.319726135684734
ESP,ESP,Spain,Canoeing,2016,4,3,3.0,0.0,2.6666666666666665,1.0,3.0,1.3333333333333335,0,0.0,49,1.0,1.0,5.281494286566631
FRA,FRA,France,Cycling,1924,6,4,2.0,1.0,4.666666666666667,4.0,3.0,1.333333333333333,0,1.0,18,0.0,0.0,5.256482314410764
ROU,ROU,Romania,Rowing,2024,5,2,3.0,1.0,2.0,2.0,1.0,3.0,0,0.0,42,0.0,0.0,5.253626410421035
CHN,CHN,China,Shooting,2004,9,4,8.0,3.0,5.666666666666667,1.0,1.0,3.333333333333333,0,1.0,51,0.0,0.0,5.238045897599388
MEX,MEX,Mexico,Boxing,1968,4,2,1.0,0.0,1.0,3.0,2.0,3.0,0,1.0,46,6.0,6.0,5.234637156279554
URS,URS,Soviet Union,Gymnastics,1980,22,9,17.0,7.0,17.0,5.0,2.0,5.0,0,1.0,45,-4.0,0.0,5.227324521669795
NOR,NOR,Norway,Sailing,1920,8,4,2.0,2.0,2.0,6.0,2.0,6.0,0,1.0,19,7.0,7.0,5.225568947289563
HUN,HUN,Hungary,Athletics,1968,7,2,4.0,0.0,3.0,3.0,2.0,4.0,0,1.0,122,14.0,14.0,5.2231498607318025
CRO,HRV,Croatia,Sailing,2016,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,30,0.0,0.0,5.213317430550273
CIV,CIV,Cote d'Ivoire,Taekwondo,2016,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,32,0.0,0.0,5.213317430550273
TCH,TCH,Czechia,Athletics,1952,5,4,2.0,1.0,1.3333333333333333,3.0,3.0,3.666666666666667,0,1.0,99,0.0,0.0,5.201821209384113
POL,POL,Poland,Athletics,2000,4,4,2.0,1.0,3.3333333333333335,2.0,3.0,0.6666666666666665,0,1.0,139,7.0,7.0,5.193910371185975
FRA,FRA,France,Athletics,1996,4,3,1.0,1.0,2.0,3.0,2.0,2.0,0,1.0,132,1.0,1.0,5.192875698037866
AUS,AUS,Australia,Swimming,2008,20,6,15.0,7.0,15.0,5.0,-1.0,5.0,0,1.0,104,7.0,7.0,5.184455226259069
GBR,GBR,United Kingdom,Athletics,1906,9,3,2.0,1.0,4.333333333333333,7.0,2.0,4.666666666666667,0,1.0,64,-8.0,0.0,5.177108233527602
GDR,DEU,Germany,Canoeing,1988,9,3,3.0,1.0,6.0,6.0,2.0,3.0,0,1.0,45,9.0,9.0,5.17562620619118
KOR,KOR,South Korea,Archery,1988,6,3,2.0,1.0,2.0,4.0,2.0,4.0,0,1.0,12,6.0,6.0,5.1635070292623215
BUL,BGR,Bulgaria,Wrestling,1964,8,3,6.0,1.0,5.0,2.0,2.0,3.0,0,1.0,48,0.0,0.0,5.152534110243264
CUB,CUB,Cuba,Boxing,1980,10,6,8.0,3.0,5.0,2.0,3.0,5.0,0,1.0,44,-3.0,0.0,5.142645566640278
USA,USA,United States,Equestrianism,1932,5,1,1.0,0.0,1.0,4.0,1.0,4.0,0,1.0,14,-4.0,0.0,5.121998228210293
USA,USA,United States,Shooting,2020,6,3,3.0,1.0,4.333333333333333,3.0,2.0,1.666666666666667,0,1.0,45,0.0,0.0,5.1084161891671265
GBR,GBR,United Kingdom,Archery,1908,5,2,0.0,0.0,0.0,5.0,2.0,5.0,1,1.0,9,-7.0,0.0,5.101494481853728
USA,USA,United States,Sailing,1984,7,3,3.0,0.0,2.6666666666666665,4.0,3.0,4.333333333333334,0,1.0,21,3.0,3.0,5.091729405714964
CHN,CHN,China,Diving,2008,11,7,9.0,6.0,8.0,2.0,1.0,3.0,0,1.0,24,0.0,0.0,5.087955243299381
GBR,GBR,United Kingdom,Rowing,2008,6,2,4.0,1.0,3.0,2.0,1.0,3.0,0,1.0,42,0.0,0.0,5.087955243299381
FRA,FRA,France,Cycling,1936,7,3,4.0,1.0,3.6666666666666665,3.0,2.0,3.3333333333333335,0,1.0,18,0.0,0.0,5.080068550913453
RUS,RUS,Russia,Cycling,2004,5,3,4.0,1.0,3.0,1.0,2.0,2.0,0,1.0,54,1.0,1.0,5.077641811911022
GDR,DEU,Germany,Canoeing,1972,6,4,5.0,0.0,4.333333333333333,1.0,4.0,1.666666666666667,0,1.0,44,20.0,20.0,5.071588057227341
USA,USA,United States,Tennis,2012,4,3,2.0,1.0,2.0,2.0,2.0,2.0,0,1.0,15,3.0,3.0,5.068613822377986
CHN,CHN,China,Trampoline Gymnastics,2020,3,1,0.0,0.0,0.0,3.0,1.0,3.0,1,1.0,6,6.0,6.0,5.067308876238866
FRA,FRA,France,Croquet,1900,7,3,0.0,0.0,0.0,7.0,3.0,7.0,1,0.0,7,7.0,7.0,5.062396398305294
NZL,NZL,New Zealand,Triathlon,2004,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,6,0.0,0.0,5.054586479512168
GBR,GBR,United Kingdom,Boxing,2012,5,3,3.0,1.0,1.6666666666666667,2.0,2.0,3.333333333333333,0,1.0,52,8.0,8.0,5.05336808934427
ITA,ITA,Italy,Canoeing,1996,5,2,2.0,1.0,1.5,3.0,1.0,3.5,0,1.0,48,0.0,0.0,5.041794265320953
KOR,KOR,South Korea,Taekwondo,2016,5,2,2.0,1.0,3.3333333333333335,3.0,1.0,1.6666666666666665,0,1.0,32,0.0,0.0,5.014593196262436
RUS,RUS,Russia,Judo,2012,5,3,5.0,0.0,4.0,0.0,3.0,1.0,0,1.0,56,0.0,0.0,5.010059392363576
BLR,BLR,Belarus,Wrestling,1996,4,0,0.0,0.0,0.0,4.0,0.0,4.0,1,1.0,60,0.0,0.0,5.008302897420118
GBR,GBR,United Kingdom,Triathlon,2012,2,1,0.0,0.0,0.0,2.0,1.0,2.0,1,1.0,6,0.0,0.0,4.991433244196043
ITA,ITA,Italy,Shooting,1996,5,2,2.0,0.0,2.0,3.0,2.0,3.0,0,1.0,45,6.0,6.0,4.990285874342378
GER,DEU,Germany,Wrestling,1928,4,1,1.0,0.0,1.0,3.0,1.0,3.0,0,1.0,39,0.0,0.0,4.986996544659103
BEL,BEL,Belgium,Archery,1900,7,3,0.0,0.0,0.0,7.0,3.0,7.0,1,1.0,20,20.0,20.0,4.972074725984595
